YORF	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YPR093C	-0.12	-0.1	0.16	-0.18	-0.25	0.38	0.41
YJL072C	-0.18	-0.2	0.21	-0.27	-0.27	0.43	0.62
YDR131C	-0.38	-0.04	0.24	-0.38	-0.25	0.64	0.69
YIL006W	-0.36	-0.03	0.2	-0.47	-0.07	0.81	0.81
YDR473C	-0.23	-0.17	0.19	-0.47	-0.22	0.89	0.78
YBR083W	-0.18	-0.06	0.36	-0.38	-0.17	0.69	0.78
YLL056C	-0.17	-0.07	0.25	-0.1	-0.1	0.5	0.4
YOR193W	-0.17	-0.09	0.32	-0.23	-0.1	0.62	0.5
YNL270C	-0.29	-0.09	0.34	-0.27	-0.2	0.64	0.48
YDR521W	-0.07	-0.06	0.14	-0.1	-0.07	0.24	0.15
YOR111W	-0.23	-0.3	0.24	-0.3	0.04	0.69	0.58
YFL051C	-0.43	-0.43	0.29	-0.36	-0.14	0.78	0.81
YPL113C	-0.2	-0.01	0.5	-0.2	-0.23	0.69	0.6
YPR178W	-0.18	0.04	0.5	-0.18	-0.23	0.48	0.45
YHR034C	-0.14	-0.1	0.4	-0.22	-0.29	0.41	0.32
YBR293W	-0.17	-0.15	0.56	-0.07	-0.36	0.48	0.38
YPL065W	-0.15	-0.14	0.67	0.11	-0.2	0.76	0.38
YNL293W	-0.2	-0.12	0.5	-0.01	-0.2	0.67	0.41
YOR180C	-0.14	0.01	0.38	-0.01	-0.17	0.48	0.3
YBR077C	-0.01	-0.04	0.45	0.08	-0.4	0.76	0.6
YKL161C	-0.01	0.03	0.45	-0.04	-0.3	0.58	0.56
YLL060C	-0.14	0.11	0.36	0.04	-0.3	0.6	0.6
YBR129C	-0.12	0.01	0.56	0.15	-0.22	0.58	0.6
YGR016W	-0.09	-0.06	0.34	0.12	-0.18	0.3	0.29
YPL095C	-0.07	-0.09	0.54	0.04	-0.3	0.52	0.48
YBR119W	-0.04	-0.09	0.69	0.06	-0.38	0.6	0.67
YLR266C	0	0.07	0.4	0.19	-0.22	0.45	0.56
YDR456W	0.08	-0.03	0.6	-0.01	-0.17	0.54	0.56
YDR057W	0.03	-0.06	0.58	0.08	-0.12	0.78	0.6
YJL053W	0.01	0.03	0.58	0.07	-0.03	0.71	0.5
YDR319C	-0.1	-0.04	0.69	0.16	0.03	0.67	0.71
YOR387C	-0.09	0.01	0.15	0.06	-0.03	0.16	0.26
YMR262W	-0.25	-0.07	0.43	0.26	-0.2	0.6	0.74
YGL117W	-0.43	-0.22	0.67	0.21	-0.34	0.58	0.69
YDR221W	-0.34	-0.17	0.54	0.36	-0.43	0.48	0.58
YJR106W	-0.15	-0.18	0.34	0.16	-0.3	0.5	0.43
YMR155W	-0.3	-0.4	0.89	0.48	0.01	1.06	0.81
YBR287W	-0.54	-0.04	1.22	0.62	-0.04	1.74	1.06
YML034W	0.01	0.01	0.06	-0.1	0.11	0.36	0.16
YOR089C	0.06	0.07	0.06	-0.34	0.25	1.74	0.71
YOR259C	0.12	-0.06	0.11	-0.27	0.11	0.92	0.48
YLR350W	-0.14	-0.09	0.11	-0.29	0.06	1	0.43
YMR009W	-0.18	0	0.2	-0.3	0.08	1.32	0.81
YLR261C	-0.07	0.01	0.04	-0.12	-0.01	0.43	0.36
YMR180C	-0.14	-0.09	0.06	-0.3	-0.09	0.81	0.58
YOL157C	-0.01	0.01	0.12	-0.4	-0.01	1	0.69
YGR256W	0.21	0.16	0.36	-0.6	-0.07	1.74	1.43
YDR463W	0.06	-0.01	0.12	-0.17	-0.1	0.64	0.32
YGL109W	0.06	0.04	0.15	-0.12	-0.06	0.45	0.19
YPR172W	0.29	0.03	-0.07	-0.27	-0.2	1.43	0.92
YER103W	0.16	0.07	0.04	-0.17	0.04	0.97	0.54
YLL029W	0.06	0.08	-0.03	-0.1	0.04	0.67	0.38
YAL049C	0.11	0.14	-0.04	-0.17	0.12	1	0.71
YLR217W	0.21	0.14	-0.2	-0.09	0.03	2.12	1.56
YJL066C	0.08	0.07	-0.06	0.03	-0.1	0.76	0.62
YAL028W	0.19	0.2	-0.12	-0.1	-0.07	0.81	0.69
YOR041C	-0.06	-0.06	-0.29	-0.29	0.01	1.84	1
YKL189W	0.03	-0.14	-0.27	-0.42	-0.04	1.36	0.56
YJL221C	-0.18	-0.06	-0.32	-0.54	-0.1	1.18	0.71
YMR004W	0.03	-0.12	-0.1	-0.43	0.07	0.78	0.41
YNL106C	-0.01	-0.01	-0.06	0.03	-0.06	0.25	0.25
YER162C	-0.23	0.14	0.3	-0.03	-0.12	0.94	0.94
YKL093W	-0.18	0.3	0.29	-0.09	-0.32	1.89	1.84
YBL049W	-0.58	0.16	0.19	-0.15	-0.84	2.48	2.64
YBL043W	-0.51	0.07	0	-0.22	-0.54	1.94	2.32
YIL097W	-0.36	-0.01	-0.17	-0.25	-0.34	1.52	1.36
YBL048W	-0.25	0.11	-0.15	-0.23	-0.36	2.56	2.19
YGR236C	-0.12	-0.18	-0.3	-0.49	-0.64	3.47	2.84
YNL203C	-0.04	-0.1	-0.07	-0.14	-0.2	0.78	0.78
YDR216W	-0.06	0.01	-0.2	-0.12	-0.07	1.12	1.43
YPL135W	0.06	0.06	-0.04	-0.27	-0.2	1.48	1.79
YLR369W	-0.03	0	0.07	-0.18	-0.06	0.64	0.76
YGR238C	-0.12	-0.07	0.11	-0.14	-0.06	1.12	1.12
YKL217W	-0.49	-0.07	0.04	-0.34	0.12	3.47	3.84
YMR107W	-0.42	-0.27	-0.2	-0.3	-0.1	2.32	2.32
YJL067W	-0.36	-0.1	-0.18	-0.1	0.12	1.89	1.74
YGL045W	-0.29	-0.22	0.04	-0.23	0.11	1.4	1.32
YNL202W	-0.2	-0.18	-0.03	-0.27	0.03	1.03	1.06
YHR057C	0	-0.17	0.07	0.01	0.06	1.29	0.76
YMR311C	-0.03	-0.23	0.04	0.03	-0.01	2.19	1.36
YOR031W	0.03	-0.17	-0.17	-0.18	-0.01	2.06	1.36
YBL033C	0.01	-0.12	0.01	-0.1	0.07	1.06	0.84
YGR243W	-0.34	-0.27	-0.38	-0.2	-0.42	3.18	2.48
YLR164W	-0.3		-0.27	0.06	-0.18	2.19	1.69
YNR007C	-0.2	-0.23	-0.1	0.07	-0.1	2.19	1.65
YGR043C	-0.43	-0.74	-0.06	-0.1	-0.17	3.47	2.64
YLR080W	-0.42	-0.56	-0.2	0.21		2.25	1.43
YEL039C	-0.25	-0.43	-0.17	0.04	0.01	1.89	1.29
YIL113W	-0.34	-0.36	-0.3	0.04	-0.09	2.4	1.29
YPL018W	-0.1	-0.09	0.01	-0.06	-0.09	1.03	0.58
YBR280C	-0.3	-0.27	0.04	-0.04	-0.4	2	1.15
YJR119C	-0.1	-0.01	-0.01	0.03	-0.14	0.6	0.34
YCR082W	0	-0.1	-0.06	0.14	-0.12	0.84	0.54
YLR295C	-0.01	-0.18	-0.3	0.08	0.07	1.52	1.36
YLR211C	-0.06	-0.14	-0.2	-0.12	0.12	0.78	0.67
YKL016C	-0.23	-0.34	-0.25	-0.2	0.07	1.43	1.22
YJR020W	-0.27	-0.06	-0.09	-0.18	0.26	1.22	0.89
YER182W	-0.32	-0.34	-0.15	-0.25	0.29	1.94	1.12
YGR102C	-0.23	-0.23	-0.07	-0.32	0.03	1.43	0.84
YBL086C	-0.36	-0.3	0.06	-0.14	0.03	1.6	0.94
YJR050W	-0.34	-0.12	0.06	-0.18	0.08	1.32	0.74
YNL146W	-0.36	-0.34	-0.23	-0.04	0.06	0.94	0.97
YMR160W	-0.3	-0.18	-0.12	-0.1	0.06	0.84	0.6
YPR151C	-0.27	-0.23	-0.01	-0.07	0.08	0.92	0.71
YJR100C	-0.32	-0.34	-0.03	-0.12	0.08	0.78	0.62
YDL169C	-0.6	-0.79	-0.25	-0.43	-0.23	1.65	1.56
YPR150W	-0.38	-0.56	-0.27	-0.2	-0.15	1.48	1.22
YMR030W	-0.54	-0.54	-0.14	-0.18	-0.18	1.65	1.03
YJR036C	-0.47	-0.36	-0.15	-0.12	-0.15	0.92	0.74
YGL096W	-0.62	-0.23	-0.18	0	-0.22	1.22	0.81
YPL185W	-0.51	-0.47	-0.23	0.06	-0.42	1.6	1.36
YJL100W	-0.3	-0.17	-0.18	0.14	-0.36	0.97	0.81
YCR091W	-0.42	0.04	-0.18	0.03	-0.25	1.48	1.03
YML041C	-0.06	0	-0.07	-0.07	-0.2	0.56	0.36
YDR330W	-0.23	-0.07	-0.23	-0.1	-0.34	1.25	0.84
YJR039W	-0.18	-0.18	-0.27	-0.2	-0.4	1.06	0.78
YNL012W	-0.12	-0.25	-0.1	-0.2	-0.42	1.06	0.81
YPL276W	-0.17	-0.18	-0.01	-0.1	-0.25	0.84	0.56
YBR203W	-0.42	-0.43	-0.27	-0.22	-0.47	1.79	1.32
YNL077W	-0.27	-0.43	-0.34	-0.32	-0.36	1.12	0.86
YIL042C	-0.27	-0.22	-0.15	-0.17	-0.34	0.69	0.5
YGR289C	-0.51	-0.36	-0.03	-0.51	-0.42	1.52	1
YDL115C	-0.22	-0.3	-0.06	-0.34	-0.15	0.97	0.62
YMR271C	-0.32	-0.36	0.2	-0.27	0.03	1.56	1.29
YOR186W	-0.25	-0.34	0.21	-0.18	-0.1	1.25	0.92
YDR306C	-0.1	-0.17	0.15	-0.1	-0.17	1.12	0.94
YER175C	-0.34	-0.29	0.11	-0.1	-0.22	1.09	1.06
YGR066C	-0.32	-0.43	0.24	-0.3	-0.47	1.56	1.25
YHL010C	-0.29	-0.3	0.11	-0.14	-0.34	0.92	0.76
YLL055W	-0.36	-0.29	0.21	-0.17	-0.34	0.86	0.89
YAL055W	-0.56	0	-0.12	-0.06	-0.3	0.36	0.89
YDR009W	-0.49	-0.22	-0.14	-0.27	-0.23	0.5	1.18
YCR026C	-0.14	-0.06	-0.05	0.04	-0.15	0.22	0.49
YPR006C	-0.34	-0.43	-0.27	-0.4	-0.27	0.86	1.09
YKL147C	-0.18	-0.15	-0.17	-0.38	-0.17	0.62	0.84
YMR140W	-0.09	-0.17	-0.3	-0.42	-0.3	0.58	1
YDL027C	-0.01	-0.2	-0.15	-0.06	-0.4	0.6	0.97
YLL019C	-0.01	-0.12	-0.1	-0.15	-0.42	0.76	1.12
YDR043C	-0.14	-0.09	-0.01	-0.01	-0.56	1.06	1.43
YPL201C	-0.36	-0.3		-0.23	-0.15	1.09	1.43
YFR040W	-0.1	-0.1	0.03	-0.15	-0.1	0.34	0.54
YER015W	-0.38	-0.2	0.26	-0.34	-0.34	0.89	1.32
YML042W	-0.54	-0.3	0.3	-0.34	-0.64	1.6	2.12
YOR391C	-0.38	-0.43	0.11	-0.25	-0.56	1.18	1.69
YMR206W	-0.49	-0.43	-0.18	-0.18	-0.49	1.22	1.84
YPL119C	-0.4	-0.3	0.11	-0.36	-0.54	0.86	1.69
YCR005C	-0.49	-0.12	0.11	-0.38	-0.84	1.06	2.25
YLR279W	-0.2	-0.04	-0.14	-0.2	-0.34	0.67	0.92
YPR030W	-0.42	-0.18	-0.18	-0.51	-0.34	1.15	1.94
YMR118C	-0.14	-0.06	-0.15	-0.38	-0.34	0.94	1.56
YKL171W	-0.14	0.11	-0.06	-0.34	-0.18	0.86	1.32
YHL023C	-0.27	0.11	-0.1	-0.25	-0.22	0.41	0.86
YLR273C	-0.17	-0.04	-0.01	-0.34	-0.18	0.45	0.54
YDR515W	-0.25	-0.03	-0.04	-0.29	-0.17	0.5	0.56
YDL218W	-0.34	0.36	-0.1	-0.4	-0.34	1.25	1.52
YAL034C	-0.92	0.26	-0.1	-0.71	-0.56	1.84	2.19
YDR022C	-0.4	0.24	-0.07	-0.25	-0.36	0.81	0.69
YPR193C	0	-0.3	-0.36	-0.17	-0.27	0.78	0.6
YDL020C	-0.09	-0.47	-0.42	-0.51	-0.62	1.18	1
YOR383C	0.15	-0.3	-0.27	-0.4	-0.54	0.86	1.03
YKL188C	0.04	-0.34	-0.27	-0.22	-0.25	0.86	1
YDL066W	0.01	-0.1	-0.3	-0.18	-0.04	0.54	0.6
YDR313C	-0.07	0.26	0	-0.34	-0.49	1.65	1.22
YDR262W	-0.08	0.06	0	-0.36	-0.29	1.03	0.91
YOL119C	0.07	0.08	0.06	-0.3	-0.42	0.81	0.89
YJR155W	0.2	-0.01	-0.2	-0.36	-0.4	1.52	1.43
YGR146C	-0.01	0.12	-0.15	-0.84	-0.56	1.48	1.79
YGR046W	-0.01	-0.03	-0.23	-0.36	-0.25	0.89	1
YOR027W	0.2	0.07	-0.3	-0.47	-0.17	1.22	1.52
YHR199C	0.12	0.19	-0.29	-0.34	-0.3	0.78	1.06
YOL165C	0.07	0	-0.12	-0.4	-0.54	0.81	0.76
YIL050W	0	-0.01	-0.03	-0.18	-0.29	0.52	0.38
YNL180C	0.25	-0.04	0	-0.38	-0.32	0.74	0.69
YNL074C	0.08	-0.1	0.07	-0.23	-0.18	0.36	0.29
YHR180W	0.04	-0.17	0.12	-0.1	-0.22	0.56	
YHR017W	-0.03	-0.18	0.16	-0.18	-0.45	0.81	
YPL156C	-0.03	-0.09	0.21	-0.17	-0.3	0.6	0.78
YDL245C	-0.06	-0.2	0.3	0.01	-0.47	1.03	1.09
YBR059C	-0.03	-0.1	0.11	0.03	-0.18	0.41	0.4
YOL126C	0	-0.1	-0.04	-0.43	0.14	1.09	1.4
YLL027W	-0.04	0.01	-0.17	-0.22	0.01	0.52	0.64
YLR165C	0.06	-0.04	-0.14	-0.06	0.14	0.56	0.52
YPL203W	0.11	-0.01		-0.1	0.24	0.92	0.69
YPL240C	0.04	-0.06	-0.42	-0.09	0.3	1.06	0.76
YPL077C	-0.06	0.11		0.03	0.15	0.52	0.41
YMR302C	-0.23	0.16	-0.25	0.08	0.41	1.22	0.81
YDR003W	-0.18	0.84	-0.12	0.21	0.16	1.4	1.03
YNL093W	-0.51	0.69	0.07	0.08	-0.23	1.65	1.29
YOR256C	-0.07	0.21	0.01	-0.04	0.03	0.54	0.36
YDL204W	-0.36	0.92	-0.51	0.26	0.08	4.06	3.06
YBR046C	-0.2	0.67	-0.43	-0.06	-0.18	1.6	1.32
YDR435C	0.08	0.03	-0.01	0.04	-0.4	0.92	0.48
YBL096C	-0.03	-0.07	0.04	-0.12	-0.34	1.03	0.48
YJR056C	-0.07	-0.1	0.07	-0.18	-0.54	0.76	0.41
YPL182C	-0.04	-0.03	-0.03	-0.06	-0.32	0.4	0.19
YBL094C	-0.12	0.04	-0.23	-0.17	-0.49	0.92	0.41
YDR214W	-0.1	0.04	0	0.19	-0.1	0.2	0.38
YBR001C	0.06	-0.06	0.52	0.62	-0.18	1.06	1.6
YEL073C	-0.04	0.06	0.11	0.19	-0.4	0.64	0.78
YJL094C	0	-0.1	0.14	0.2	-0.25	0.43	0.48
YDR027C	-0.07	-0.1	0.03	0.19	-0.23	0.36	0.36
YLR001C	0.3	0.21	0.14	0.29	-0.23	0.84	0.81
YKL027W	-0.07	0.19	0.2	0.81	-0.18	1.15	0.74
YNL294C	0.11	0.07	0.25	0.26	-0.27	0.32	0.34
YJR115W	0.12	0.07	0.2	0.16	0.01	0.32	0.48
YOL109W	0.5	0.44	0.74	0.38	0.29	1.02	1.24
YLR023C	0.19	0.54	0.52	0.14	0.26	0.41	0.84
YKR018C	0.24	0.36	0.25	0.08	0.11	0.38	0.48
YLR203C	0.2	0.5	0.5	0.11	0.29	0.71	0.56
YKL157W	0.24	0.58	0.24	0.06	0.24	0.89	0.97
YML117W	0.06	0.29	0.29	0.01	0.41	0.71	0.48
YOL082W	-0.01	0.58		0.21	0.41	1.65	0.81
YML004C	0.14	0.54	0.29	0.2	0.41	1.79	1.09
YPL004C	0.21	0.48	0.24	0.52	0.81	1.84	1.29
YCR004C	0.25	0.32	0.56	0.3	0.6	1.29	0.78
YNL045W	0.11	0.29	0.58	0.36	0.58	1.52	1.12
YBL102W	0.15	0.36	0.32	0.07	0.32	1.09	0.78
YCR069W	0.16	0.16	0.19	0.07	0.19	0.54	0.48
YPR140W	0.15	0	0.3	0.03	-0.17	0.76	0.67
YMR255W	0.15	0.08	0.38	-0.03	-0.1	0.89	0.76
YER004W	0.2	0.14	0.41	-0.07	-0.04	1.09	0.97
YOR007C	0.25	0.25	0.43	-0.07	0.08	1.12	0.94
YKL163W	0.4	0.48	0.62	-0.03	0.12	1.32	1.25
YJL159W	0.15	0.19	0.24	0	0.01	0.54	0.64
YHR161C	0.03	0.24	0.36	0.16	0.11	0.81	0.76
YOL053W	-0.1	0.25	0.74	0.24	0.03	1.29	1.22
YKL005C	0	0.25	0.34	0.03	-0.09	0.54	0.58
YOR219C	0.26	0.25	0.38	0.15	-0.09	0.71	0.58
YOR171C	0.14	0.21	0.38	-0.12	0.03	0.69	0.45
YDR129C	0.24	0.52	0.43	-0.01	0.14	1.09	0.67
YLL006W	0.16	0.4	0.21	-0.1	0.15	1.03	0.74
YCR039C	0.15	0.67	0.38	0.25	0.15	1.48	1.22
YCL033C	-0.06	0.56	0.24	0.24	-0.06	1.12	0.76
YJL020C	0.16	0.14	0.21	0.19	0.07	0.5	0.41
YBR053C	0.19	0.2	0.6	0.45	-0.04	1.32	1.09
YKL064W	0.19	0.16	0.41	0.3	-0.01	1.15	0.76
YGR132C	0.3	0.16	0.52	0.36	0	1.32	0.64
YBR256C	0.29	0.24	0.71	0.54	0.12	1.48	0.69
YAR028W	0.3	0.36	0.74	0.41	0.21	1.52	0.58
YPR148C	0.19	0.24	0.69	0.34	0.24	1.09	0.69
YGL131C	0.14	0.24	0.52	0.25	0.04	0.76	0.54
YGL095C	0.03	0.16	0.36	0.08	0.07	0.52	0.38
YLR201C	0.07	0.24	0.41	0.06	0.08	0.84	0.52
YKL012W	0.14	0.12	0.26	0.03	0	0.62	0.3
YGR232W	0.21	0.01	0.52	0.16	0.16	0.86	0.54
YDR461W	0.11	0.03	0.6	0.11	0.19	0.94	0.36
YGR215W	-0.15	-0.04	0.12	0.15	0.26	0.71	-0.09
YNL315C	-0.18	-0.03	0.24	0.29	0.48	1.09	0.04
YKL170W	-0.23	-0.06	0.26	0.21	0.36	0.81	0.04
YML030W	-0.17	0.01	0.16	0.04	0.29	0.58	
YDR028C	-0.14	0.03	0.16	0.03	0.26	0.52	0.01
YKR020W	-0.14	-0.03	0.3	0.12	0.24	0.94	0.15
YMR278W	-0.25	0.24	0.36	0.25	0.45	1.74	0.25
YOL065C	-0.23	0.11	0.26	-0.04	0.21	1.06	0.07
YMR158W	-0.23	-0.14	0.15	0	0.11	1.06	0.06
YKL003C	-0.04	-0.27	0	0.07	0.16	1.09	0.2
YBR177C	-0.1	-0.27	0.14	0.06	0.34	1.29	0.29
YPL020C	0.06	-0.14	0.24	0.08	0.26	0.94	0.14
YPL120W	-0.07	-0.09	0.25	0.11	0.04	0.69	0.15
YGL196W	-0.06	-0.09	0.16	0.11	0.08	0.69	0.16
YPR115W	0	-0.04	0.04	0.06	-0.01	0.24	0.03
YOR036W	-0.25	0.03	0.25	0.15	0.14	1.22	0.64
YOR125C	-0.27	-0.09	0.4	0.43	0.08	1.18	0.6
YBR052C	-0.47	0	0.71	1.12	0.56	2.25	1.29
YBR183W	-0.36	-0.4	0.4	1.06	0.86	2.56	1.43
YOR161C	-0.04	0.19	0.45	0.86	0.67	2.19	1.29
YDR516C	-0.14	0.26	0.41	0.78	0.71	2.32	1.03
YAR027W	-0.04	0.36	0.41	0.62	0.48	1.79	0.67
YDR041W	-0.04	0.2	0.32	0.48	0.48	1.25	0.52
YNR037C	-0.03	0.21	0.36	0.4	0.41	1.25	0.41
YDL072C	0	0.14	0.36	0.48	0.5	1.43	0.43
YJR104C	0.14	0.01	0.4	0.52	0.26	1.6	0.6
YDR358W	-0.1	-0.15	0.5	0.62	0.38	1.79	0.64
YDL046W	-0.1	-0.14	0.29	0.26	0.4	1.36	0.48
YJR099W	0	0.01	0.36	0.2	0.26	0.89	0.32
YDR337W	-0.09	0.06	0.52	0.2	0.38	1.32	0.64
YJR051W	-0.14	-0.14	0.54	0.26	0.5	1.22	0.67
YOR131C	-0.06	0.03	0.32	0	0.32	0.76	0.45
YMR197C	-0.09	-0.03	0.5	0.03	0.67	1.48	0.86
YBR157C	-0.2	-0.1	0.38	0.07	0.45	1.25	0.64
YMR090W	-0.18	0.08	0.58	0.32	0.97	2.32	1.03
YNL305C	-0.12	0.11	0.5	0.14	0.89	2.4	1.12
YEL066W	-0.06	0.04	0.15	0.01	0.24	0.62	0.26
YMR188C	-0.14	0.04	0.5	0.04	0.89	1.89	0.78
YCR075C	-0.09	-0.14	0.21	0.01	0.32	0.56	0.29
YIL157C	-0.23	-0.23	0.3	0.07	0.32	0.92	0.36
YDR276C	-0.23	-0.1	0.07	0.3	0.36	1.06	0.41
YLR252W	-0.12	-0.12	0	0.74	0.71	1.94	0.64
YDL124W	-0.06	-0.12	-0.06	0.52	0.58	1.89	0.67
YKL065C	-0.04	-0.22	0	0.36	0.76	1.89	0.54
YLR290C	-0.06	-0.23	0.01	0.3	0.5	1.52	0.38
YOR020C	0.11	0.03	0.06	0.34	0.62	1.32	0.38
YBR126C	0.24	0.07	-0.04	0.56	0.67	1.79	0.6
YGR167W	0.12	0.07	0.06	0.24	0.34	0.89	0.43
YMR195W	-0.17	0.19	0.21	0.25	0.84	1.79	1
YHR016C	-0.06	0.15	0.15	0.19	0.78	1.65	0.81
YKL142W	-0.07	0.21	0.24	0.5	1.03	2.48	1.15
YJR034W	-0.06	0.07	0.25	0.25	0.52	1.79	0.84
YJR096W	-0.42	0.21	0.2	0.34	0.94	2.84	1.43
YLR251W	-0.23	-0.03	0	0.32	0.74	2.12	1
YER035W	-0.1	-0.14	-0.1	-0.1	0.64	2.19	1.22
YKL193C	-0.06	-0.12	-0.27	0.19	0.52	2.48	1.43
YKR014C	-0.03	-0.27	-0.01	0.14	0.34	1.32	0.58
YKL067W	-0.06	-0.2	-0.1	0.38	0.58	2.12	0.94
YGL047W	-0.15	-0.15	-0.01	0.14	0.43	1.89	0.71
YHR087W	-0.42	-0.42	-0.1	0.11	0.89	2.94	0.97
YLL009C	-0.18	-0.1	0.14	0.12		1.03	0.4
YPL196W	-0.1	-0.14	0.26	0.2	0.24	1.69	0.74
YDR031W	-0.29	-0.09	0.19	0.14	0.54	2.32	1.25
YLR283W	-0.15	-0.22	0.2	0.01	0.5	1.36	0.71
YOL143C	-0.01	-0.09	0.14	0.08	0.62	1.4	0.48
YBR151W	0.04	0.12	-0.04	-0.04	0.36	1.22	0.48
YEL021W	0.01	0.11	0.45	0.07	0.64	1.03	0.36
YER133W	0.16	0.14	0.3	0.16	0.67	0.94	0.3
YLR250W	0.07	0.15	0.32	0.45	0.69	1.32	0.38
YIL111W	-0.09	0.14	0.67	1.09	1.48	2.94	1.09
YLR248W	0.03	0.11	0.29	0.21	0.74	1.18	0.56
YLR257W	0.04	0.07	0.19	0.32	0.92	1.6	0.62
YBR111C	0.08	0.11	0.2	0.45	0.84	1.4	0.64
YNL266W	-0.07	-0.03	0.12	0.25	0.6	0.89	0.48
YNL306W	-0.01	-0.06	0.15	0.21	0.76	0.86	0.36
YFR053C	0.19	0.32	0.4	1	1.48	2.56	0.38
YJL055W	0.06	0.15	0.54	0.29	0.45	1.25	0.34
YKR062W	0.12	0.19	0.32	0.21	0.34	1	0.38
YKL137W	0.15	0.19	0.26	0.11	0.3	0.97	0.29
YER044C	0.24	0.29	0.36	0.2	0.6	1.6	0.45
YDR115W	0.07	0.19	0.24	0.11	0.19	0.89	0.19
YMR178W	0	0.16	0.4	0.06	0.29	1.15	0.25
YOL159C	-0.06	-0.1	0.12	-0.18	0.24	0.56	0.43
YJL206C	-0.14	0.06	0.19	-0.12	0.16	0.48	0.34
YNL115C	-0.38	0.06	0.29	-0.18	0.52	1.65	1.22
YMR027W	0.01	0.11	-0.01	-0.22	0.43	1.29	0.81
YKL036C	-0.1	0.15	0.19	-0.1	0.4	1.69	0.89
YGL051W	-0.01	0.25	0.32	0.01	0.4	1.29	0.67
YGR076C	-0.1	-0.18	0.06	-0.27	0.4	1.32	0.62
YPL013C	-0.27	-0.22	0.16	-0.06	0.24	1.12	0.34
YDR493W	-0.29	-0.12	0.11	-0.2	0.25	0.89	0.36
YIL136W	-0.97	-0.27	0.21	-0.25	1.32	3.47	1.79
YLR128W	-0.23	-0.18	-0.01	-0.03	0.29	0.76	0.52
YOR261C	0.26	0.01	0.4	-0.15	0.15	1.4	0.86
YEL060C	0.21	-0.3	0.29	-0.01	-0.04	1.69	0.97
YLR025W	0.25	-0.06	0.11	-0.1	-0.12	1.4	0.67
YLR239C	0.08	-0.04	0.12	-0.1	-0.04	1.43	0.41
YOR244W	0.07	-0.15	0.15	0.06	0.04	1.15	0.43
YBL090W	0.04	0.01	0.03	0.11	0.14	1.25	0.41
YMR173W	0.21	0.03	0.07	0.24	0.11	1.6	0.58
YDR453C	0.29	0.12	0.34	0.25	-0.03	1.65	0.64
YDR008C	0	0.06	0.19	0.06	0.08	0.69	0.24
YHR209W	-0.07	-0.04	0.45	-0.01	0.24	1.74	0.58
YDR051C	-0.1	0.08	0.15	0.25	-0.12	1	0.38
YHR147C	0.08	0.2	0.08	0.24	0.11	0.97	0.4
YIR037W	0.14	-0.06	0.3	0.32	0.12	0.97	0.54
YNL159C	0.2	-0.04	0.07	0.21	0.03	0.62	0.34
YLR038C	0	-0.1	0.08	-0.1	0.56	1.06	1.32
YCR097W	-0.18	-0.1	0.21	-0.09	0.54	0.97	1.32
YOR035C	-0.3	0.26	0.2	-0.09	0.38	1.06	1.32
YLR097C	-0.01	0.25	0.21	0.07	-0.04	1.09	0.62
YIL162W	0.06	0.38	0.78	0.38	0.04	2.74	1.36
YHR195W	-0.01	0.21	0.6	0.14	0.16	2.12	1.22
YNL156C	0.2	0.24	0.2	0.03	0.14	1.18	0.74
YLR216C	0.36	0.25	0.26	0.29	0.14	2.12	1.25
YGR130C	0.19	0.15	0.25	0.3	0.08	1.48	1.06
YOL032W	-0.07	-0.03	0.29	0.19	0.08	2.56	1.69
YKL094W	0.06	0.04	0.16	0.19	0.04	1.36	0.76
YBL050W	0.07	-0.03	0.24	0.14	0.11	1.56	0.84
YLR270W	0.11	-0.03	0.21	0.62	0.38	3.06	1.52
YOR052C	0.06	0.24	0.41	0.38	0.24	2.19	1.12
YCL035C	0.03	0.32	0.54	0.67	0.26	2.56	1.52
YLL023C	0.08	0.07	0.54	0.52	0.4	2.12	1.29
YDR272W	0.02	0.1	0.43	0.46	0.38	2.44	1.37
YNL274C	0.01	0.06	0.36	0.64	0.5	2.74	1.69
YGR044C	0.07	0.15	0.26	0.34	0.4	1.48	0.89
YHR104W	0.29	0.26	0.56	0.64	0.58	2.4	1.25
YLR193C	0.01	-0.14	0.36	0.07	0.2	1.36	0.97
YMR181C	-0.01	-0.06	0.64	0.58	0.11	1.56	1.6
YOR289W	-0.09	-0.18	0.56	0.43	0.21	1.74	1.6
YBR214W	-0.06	0.15	0.48	0.48	-0.03	1.89	1.43
YKL151C	-0.12	0.24	0.58	0.62	0.25	2.56	1.79
YER067W	-0.07	0.15	0.76	1.03	0.38	3.18	2.56
YMR148W	0.01	0	0.4	0.34	0.11	1.32	0.94
YOR220W	0.06	-0.15	0.48	0.41	0.19	1.94	1.48
YOL071W	-0.03	-0.06	0.43	0.3	0.24	1.79	1.36
YPL186C	-0.01	-0.12	0.4	0.16	0.08	1.65	1.65
YOR178C	-0.18	-0.07	0.48	0.26	0.14	2.32	2.06
YDR533C	-0.07	0.06	0.58	0.41	0.01	2.74	2.4
YKR058W	-0.03	0	0.32	0.41	0.21	1.94	1.69
YOL048C	-0.09	0.04	0.25	0.32	0.26	1.6	1.4
